iter	Accuracy	Logloss
917	0.996	0.1410303509
918	0.996	0.1409354725
919	0.996	0.1408740995
920	0.996	0.1407294313
921	0.996	0.140528815
922	0.996	0.1404112339
923	0.996	0.1401775368
924	0.996	0.1398437152
925	0.996	0.1396787631
926	0.996	0.139640721
927	0.996	0.1392672873
928	0.996	0.1392609164
929	0.996	0.1390815813
930	0.996	0.1388614479
931	0.996	0.1386611094
932	0.996	0.1384239057
933	0.996	0.1383460631
934	0.996	0.1382911165
935	0.996	0.1380135686
936	0.996	0.1377445368
937	0.996	0.1375667696
938	0.996	0.1373625785
939	0.996	0.1373415921
940	0.996	0.1365275796
941	0.996	0.1364191127
942	0.996	0.1362994077
943	0.996	0.1360917456
944	0.996	0.1358044046
945	0.996	0.1357232741
946	0.996	0.1356606051
947	0.996	0.1355061393
948	0.996	0.1353539454
949	0.9973333333	0.1347864472
950	0.9973333333	0.1345835853
951	0.9973333333	0.1343608351
952	0.9973333333	0.1342552473
953	0.9973333333	0.1341256217
954	0.9973333333	0.1340062844
955	0.9973333333	0.1338995855
956	0.9973333333	0.133869571
957	0.9973333333	0.1337002328
958	0.9973333333	0.1334894165
959	0.9973333333	0.1334528774
960	0.9973333333	0.1332069233
961	0.9973333333	0.1331796026
962	0.9973333333	0.1330215323
963	0.9973333333	0.1327748327
964	0.9973333333	0.1324729342
965	0.9973333333	0.132316441
966	0.9973333333	0.1319733083
967	0.9973333333	0.1314911756
968	0.9973333333	0.1314254998
969	0.9973333333	0.1312907898
970	0.9973333333	0.1310803611
971	0.9973333333	0.1308797309
972	0.9973333333	0.1304728168
973	0.9973333333	0.1303980692
974	0.9973333333	0.1303674015
975	0.9973333333	0.1301439813
976	0.9973333333	0.129978226
977	0.9973333333	0.1297677585
978	0.9973333333	0.129640908
979	0.9973333333	0.1295536064
980	0.9973333333	0.1293748366
981	0.9973333333	0.1289545205
982	0.9973333333	0.1288546374
983	0.9973333333	0.1287273672
984	0.9973333333	0.1286894221
985	0.9973333333	0.1286369215
986	0.9973333333	0.1285324741
987	0.9973333333	0.1283890047
988	0.9973333333	0.1281453714
989	0.9973333333	0.1278799511
990	0.9973333333	0.1276105381
991	0.9973333333	0.1274113095
992	0.9973333333	0.127259108
993	0.9973333333	0.1272366204
994	0.9973333333	0.1271130465
995	0.9986666667	0.1269646908
996	0.9986666667	0.1268706441
997	0.9986666667	0.1266570832
998	0.9986666667	0.1264981934
999	0.9986666667	0.1264331423
1000	0.9986666667	0.1261140044
1001	0.9986666667	0.1260245442
1002	0.9986666667	0.1257696736
1003	0.9986666667	0.1255714927
1004	0.9986666667	0.1254112744
1005	0.9986666667	0.1252713717
1006	0.9986666667	0.1249576031
1007	0.9986666667	0.124661483
1008	0.9986666667	0.1244385012
1009	0.9986666667	0.1242568064
1010	0.9986666667	0.1241944847
1011	0.9986666667	0.1240762317
1012	0.9986666667	0.1238276823
1013	0.9986666667	0.1233780103
1014	0.9986666667	0.1231914448
1015	0.9986666667	0.123092695
1016	0.9986666667	0.122971808
1017	0.9986666667	0.1227222907
1018	0.9986666667	0.1224382144
1019	0.9986666667	0.1222358565
1020	0.9986666667	0.1221403905
1021	0.9986666667	0.1216991867
1022	0.9986666667	0.1216926902
1023	0.9986666667	0.1214904896
1024	0.9986666667	0.1210015543
1025	0.9986666667	0.1208617268
1026	0.9986666667	0.1207761144
1027	0.9986666667	0.1205630785
1028	0.9986666667	0.1204699149
1029	0.9986666667	0.1203151887
1030	0.9986666667	0.1201602693
1031	0.9986666667	0.120101011
1032	0.9986666667	0.1200290529
1033	0.9986666667	0.1198932139
1034	0.9986666667	0.1198058227
1035	0.9986666667	0.1194133416
1036	0.9986666667	0.1189683017
1037	0.9986666667	0.118929795
1038	0.9986666667	0.1188806637
1039	0.9986666667	0.1187827628
1040	0.9986666667	0.1185340723
1041	0.9986666667	0.1183197701
1042	0.9986666667	0.1182802939
1043	0.9986666667	0.1180829057
1044	0.9986666667	0.1180228783
1045	0.9986666667	0.1179750357
1046	0.9986666667	0.1178951685
1047	0.9986666667	0.1178220987
1048	0.9986666667	0.1177585335
1049	0.9986666667	0.1177098034
1050	0.9986666667	0.117465637
1051	0.9986666667	0.1174231183
1052	0.9986666667	0.117274474
1053	0.9986666667	0.1172530674
1054	0.9986666667	0.1171752123
1055	0.9986666667	0.1171457908
1056	0.9986666667	0.1170793837
1057	0.9986666667	0.1169977609
1058	0.9986666667	0.1169179185
1059	0.9986666667	0.1167189821
1060	0.9986666667	0.1166767989
1061	0.9986666667	0.1165496759
1062	0.9986666667	0.1164487962
1063	0.9986666667	0.1163457603
1064	0.9986666667	0.1161653466
1065	0.9986666667	0.1161304425
1066	0.9986666667	0.1158923097
1067	0.9986666667	0.1157469182
1068	0.9986666667	0.115624447
1069	0.9986666667	0.1154985002
1070	0.9986666667	0.1152424849
1071	0.9986666667	0.1152059732
1072	0.9986666667	0.1150714107
1073	0.9986666667	0.1150129941
1074	0.9986666667	0.1148532827
1075	0.9986666667	0.1146531862
1076	0.9986666667	0.1146303087
1077	0.9986666667	0.1144940098
1078	0.9986666667	0.1143953478
1079	0.9986666667	0.1143316652
1080	0.9986666667	0.1143130365
1081	0.9986666667	0.114193264
1082	0.9986666667	0.1141079771
1083	0.9986666667	0.1140950677
1084	0.9986666667	0.114077889
1085	0.9986666667	0.1139316558
1086	0.9986666667	0.1138454454
1087	0.9986666667	0.11382831
1088	0.9986666667	0.1136097821
1089	0.9986666667	0.1134461065
1090	0.9986666667	0.1134016032
1091	0.9986666667	0.1132883833
1092	0.9986666667	0.113124207
1093	0.9986666667	0.1131092795
1094	0.9986666667	0.1129885887
1095	0.9986666667	0.1128972348
1096	0.9986666667	0.1127180011
1097	0.9986666667	0.1125085146
1098	0.9986666667	0.1121199733
1099	0.9986666667	0.1119706188
1100	0.9986666667	0.1118645702
1101	0.9986666667	0.1116953022
1102	0.9986666667	0.1116120211
1103	0.9986666667	0.1115867828
1104	0.9986666667	0.1115378626
1105	0.9986666667	0.1114195747
1106	0.9986666667	0.1112690441
1107	0.9986666667	0.1112427327
1108	0.9986666667	0.1111628003
1109	0.9986666667	0.1106058762
1110	0.9986666667	0.1105372894
1111	0.9986666667	0.110330782
1112	0.9986666667	0.1102372963
1113	0.9986666667	0.1101018761
1114	0.9986666667	0.1099928558
1115	0.9986666667	0.1099546891
1116	0.9986666667	0.109917447
1117	0.9986666667	0.1098358095
1118	0.9986666667	0.1097963657
1119	0.9986666667	0.1096092771
1120	0.9986666667	0.1095183468
1121	0.9986666667	0.1094618969
1122	0.9986666667	0.1094221381
1123	0.9986666667	0.1091802245
1124	0.9986666667	0.1089643489
1125	0.9986666667	0.108883142
1126	0.9986666667	0.1088260906
1127	0.9986666667	0.1083672894
1128	0.9986666667	0.1083121059
1129	0.9986666667	0.1082437942
1130	0.9986666667	0.1080119444
1131	0.9986666667	0.1079372966
1132	0.9986666667	0.1078430166
1133	0.9986666667	0.1076995289
1134	0.9986666667	0.1076060621
1135	0.9986666667	0.107526288
1136	0.9986666667	0.1075133522
1137	0.9986666667	0.1074634792
1138	0.9986666667	0.1072127606
1139	0.9986666667	0.1071571119
1140	0.9986666667	0.1070631674
1141	0.9986666667	0.1070017446
1142	0.9986666667	0.1069194329
1143	0.9986666667	0.1068327646
1144	0.9986666667	0.1066780589
1145	0.9986666667	0.1064932663
1146	0.9986666667	0.1062551998
1147	0.9986666667	0.1062146112
1148	0.9986666667	0.1062050122
1149	0.9986666667	0.1061828477
1150	0.9986666667	0.1058883768
1151	0.9986666667	0.1057007263
1152	0.9986666667	0.1054955832
1153	0.9986666667	0.1054060907
1154	1	0.1051672745
1155	1	0.1050466791
1156	1	0.1050192692
1157	1	0.105003888
1158	1	0.1049823313
1159	1	0.1048290072
1160	1	0.1044776732
1161	1	0.1043469404
1162	1	0.1042172339
1163	1	0.1041206377
1164	1	0.1039731026
1165	1	0.1039141438
1166	1	0.1039044702
1167	1	0.1038640663
1168	1	0.1037052576
1169	1	0.1036779821
1170	1	0.1035974978
1171	1	0.1034255875
1172	1	0.1033690409
1173	1	0.1032399892
1174	1	0.1029308519
1175	1	0.1029006777
1176	1	0.1027113822
1177	1	0.1025564553
1178	1	0.1025219523
1179	1	0.1024845729
1180	1	0.1024757406
1181	1	0.1021334817
1182	1	0.1020975317
1183	1	0.1020485549
1184	1	0.1018040729
1185	1	0.1016906361
1186	1	0.1016373375
1187	1	0.1015040036
1188	1	0.1013638253
1189	1	0.1011799663
1190	1	0.1011061046
1191	1	0.1010819673
1192	1	0.1010623441
1193	1	0.1008511272
1194	1	0.1008465322
1195	1	0.1008218617
1196	1	0.1006565969
1197	1	0.1006127205
1198	1	0.1005883812
1199	1	0.1005004055
1200	1	0.1004676551
1201	1	0.1002947106
1202	1	0.1001612507
1203	1	0.1001521768
1204	1	0.1001284102
1205	1	0.1000428761
1206	1	0.1000380405
1207	1	0.09998725083
1208	1	0.09995383593
1209	1	0.09991272747
1210	1	0.09970532027
1211	1	0.09949248486
1212	1	0.09941638354
1213	1	0.09912317123
1214	1	0.09903358921
1215	1	0.09896426189
1216	1	0.09893572299
1217	1	0.098891192
1218	1	0.09871337416
1219	1	0.09866171161
1220	1	0.0985373454
1221	1	0.09838650109
1222	1	0.0981560315
1223	1	0.09811316823
1224	1	0.09805782585
1225	1	0.09801491429
1226	1	0.09792678448
1227	1	0.09777871017
1228	1	0.09762487059
1229	1	0.09759520257
1230	1	0.09758595247
1231	1	0.0974852447
1232	1	0.09742615862
1233	1	0.09735401559
1234	1	0.09714661665
1235	1	0.09694245502
1236	1	0.09691425396
1237	1	0.09680675683
1238	1	0.09672069707
1239	1	0.09666725709
1240	1	0.09664718613
1241	1	0.09657115241
1242	1	0.09644029031
1243	1	0.09631413488
1244	1	0.09616355287
1245	1	0.09608709919
1246	1	0.09586386758
1247	1	0.0957614635
1248	1	0.09541572678
1249	1	0.09534785919
1250	1	0.09527616046
1251	1	0.09524825516
1252	1	0.09497841
1253	1	0.09465885846
1254	1	0.09460795194
1255	1	0.09455930494
1256	1	0.09454036747
1257	1	0.09450071864
1258	1	0.09433901875
1259	1	0.09411482987
1260	1	0.09396718701
1261	1	0.09384226357
1262	1	0.09375751276
1263	1	0.09359623245
1264	1	0.09358443661
1265	1	0.09336191798
1266	1	0.09329076749
1267	1	0.09308723026
1268	1	0.09293406342
1269	1	0.092852316
1270	1	0.09250236429
1271	1	0.09246866954
1272	1	0.09229128346
1273	1	0.09224031162
1274	1	0.09218899194
1275	1	0.09211409856
1276	1	0.09208790136
1277	1	0.09204052618
1278	1	0.09201910953
1279	1	0.09199709582
1280	1	0.0919670158
1281	1	0.09191890617
1282	1	0.0916877357
1283	1	0.09144252492
1284	1	0.09134292283
1285	1	0.0913340587
1286	1	0.09116219359
1287	1	0.09111382846
1288	1	0.091109751
1289	1	0.0910038972
1290	1	0.09092882146
1291	1	0.09085889157
1292	1	0.09084093516
1293	1	0.09055619457
1294	1	0.09035830207
1295	1	0.09031635108
1296	1	0.09016796758
1297	1	0.0901356135
1298	1	0.09010322698
1299	1	0.08988103131
1300	1	0.08986549366
1301	1	0.08982473695
1302	1	0.08971749674
1303	1	0.08951995925
1304	1	0.08950893198
1305	1	0.08944261882
1306	1	0.08935252797
1307	1	0.08921225429
1308	1	0.08914153838
1309	1	0.08905969532
1310	1	0.08903146808
1311	1	0.08898071977
1312	1	0.08884065718
1313	1	0.08871830087
1314	1	0.08858358253
1315	1	0.08851043565
1316	1	0.08847836948
1317	1	0.08832431531
1318	1	0.08830622665
1319	1	0.0882472958
1320	1	0.08813610311
1321	1	0.08795906537
1322	1	0.0877745512
1323	1	0.08766671811
1324	1	0.0876006485
1325	1	0.08752822823
1326	1	0.08751116554
1327	1	0.08747862408
1328	1	0.08740820216
1329	1	0.0873920146
1330	1	0.08724573606
1331	1	0.08723846496
1332	1	0.08723505511
1333	1	0.08722743369
1334	1	0.08715023335
1335	1	0.08702713237
1336	1	0.08695600222
1337	1	0.08684209298
1338	1	0.08678894356
1339	1	0.08677554676
1340	1	0.08667141024
1341	1	0.08657651467
1342	1	0.08649111699
1343	1	0.08627716621
1344	1	0.08605906082
1345	1	0.08592113644
1346	1	0.08586100867
1347	1	0.08584881295
1348	1	0.08566520429
1349	1	0.08552273882
1350	1	0.08540314403
1351	1	0.08528376012
1352	1	0.08517823479
1353	1	0.0850474467
1354	1	0.08502320067
1355	1	0.08499661787
1356	1	0.08484176609
1357	1	0.08479720812
1358	1	0.08474803172
1359	1	0.08466468158
1360	1	0.08459275203
1361	1	0.08445729318
1362	1	0.08439371241
1363	1	0.08436100238
1364	1	0.08427066775
1365	1	0.08418924465
1366	1	0.08415334637
1367	1	0.08410623595
1368	1	0.08410068143
1369	1	0.08407868628
1370	1	0.08402344766
1371	1	0.08399300886
1372	1	0.08397269639
1373	1	0.08391615199
1374	1	0.08379649508
1375	1	0.08377726417
1376	1	0.08360222611
1377	1	0.08352916719
1378	1	0.08346891212
1379	1	0.08334735286
1380	1	0.08331950523
1381	1	0.08327222507
1382	1	0.0831349354
1383	1	0.08310020549
1384	1	0.08302189542
1385	1	0.08301708956
1386	1	0.08299539759
1387	1	0.0827941288
1388	1	0.082558092
1389	1	0.08233187785
1390	1	0.08208367425
1391	1	0.08190963176
1392	1	0.08186901896
1393	1	0.08184165089
1394	1	0.0818026316
1395	1	0.08173779574
1396	1	0.08153025151
1397	1	0.0814313186
1398	1	0.08133830744
1399	1	0.08130594343
1400	1	0.0812606527
1401	1	0.08123153678
1402	1	0.08121748319
1403	1	0.08119426042
1404	1	0.08114762605
1405	1	0.08114113181
1406	1	0.0810699618
1407	1	0.0809460741
1408	1	0.0808937372
1409	1	0.08086955561
1410	1	0.08085832242
1411	1	0.08083595633
1412	1	0.08076047097
1413	1	0.08074249821
1414	1	0.08073138913
1415	1	0.08072651472
1416	1	0.08061048145
1417	1	0.08054961776
1418	1	0.08051141524
1419	1	0.08044512422
1420	1	0.08038260409
1421	1	0.0802440563
1422	1	0.08014958324
1423	1	0.08013594392
1424	1	0.08004169302
1425	1	0.07977866424
1426	1	0.07965865308
1427	1	0.07964482381
1428	1	0.07957082488
1429	1	0.07948209576
1430	1	0.07944884669
1431	1	0.07944230809
1432	1	0.07942424135
1433	1	0.07938059657
1434	1	0.07923506948
1435	1	0.079114895
1436	1	0.07910882161
1437	1	0.07906342527
1438	1	0.07899025836
1439	1	0.07896109065
1440	1	0.07895255352
1441	1	0.07876156863
1442	1	0.07872820126
1443	1	0.07864754495
1444	1	0.07855437219
1445	1	0.07851503652
1446	1	0.07843197787
1447	1	0.07822159316
1448	1	0.07807112901
1449	1	0.07797847667
1450	1	0.0779126921
1451	1	0.07780348893
1452	1	0.07777324332
1453	1	0.077705324
1454	1	0.07766917585
1455	1	0.0776382477
1456	1	0.07751993883
1457	1	0.07748111515
1458	1	0.0773906529
1459	1	0.07735324671
1460	1	0.07727898112
1461	1	0.07722100316
1462	1	0.07716059692
1463	1	0.07706228535
1464	1	0.07697840285
1465	1	0.07691751014
1466	1	0.07687250983
1467	1	0.07684291914
1468	1	0.07675460063
1469	1	0.0766596752
1470	1	0.07652413386
1471	1	0.07648204007
1472	1	0.07646204598
1473	1	0.07639013624
1474	1	0.07634591703
1475	1	0.07631336783
1476	1	0.07627765322
1477	1	0.0761878085
1478	1	0.07607889866
1479	1	0.07586881652
1480	1	0.0758237654
1481	1	0.07577475847
1482	1	0.07571331711
1483	1	0.07561885758
1484	1	0.07559468423
1485	1	0.07546349827
1486	1	0.07545195035
1487	1	0.07536692504
1488	1	0.07534468055
1489	1	0.075227285
1490	1	0.07518601649
1491	1	0.07513227026
1492	1	0.07509755455
1493	1	0.07508826246
1494	1	0.07507893668
1495	1	0.07499979706
1496	1	0.07498526183
1497	1	0.07489034076
1498	1	0.07481782585
1499	1	0.07479211713
