iter	Accuracy	Logloss
889	0.8423111111	0.3822325524
890	0.8423111111	0.3821722655
891	0.8424	0.3821623258
892	0.8424	0.3821623212
893	0.8424	0.382151528
894	0.8424444444	0.3821292009
895	0.8424444444	0.382129189
896	0.8424444444	0.3821291875
897	0.8424888889	0.3820890564
898	0.8425777778	0.3820881014
899	0.8425333333	0.3820845542
900	0.8425777778	0.3820778421
901	0.8425333333	0.3820059789
902	0.8424888889	0.3820056688
903	0.8423111111	0.3818735491
904	0.8423111111	0.3818477745
905	0.8425333333	0.3818360407
906	0.8425333333	0.3818221198
907	0.8425333333	0.3818123723
908	0.8427555556	0.3817759018
909	0.8427555556	0.3816757862
910	0.8427111111	0.3816746565
911	0.8427555556	0.3816426942
912	0.8428	0.3816162745
913	0.8428	0.3816160467
914	0.8428	0.3816115642
915	0.8428	0.3816071202
916	0.8428444444	0.3815814463
917	0.8428	0.3815568727
918	0.8428	0.3815492308
919	0.8428888889	0.3815421473
920	0.8428888889	0.3815107473
921	0.8428888889	0.3814901458
922	0.8429333333	0.3814729936
923	0.8429333333	0.3814724653
924	0.8429333333	0.3814724562
925	0.8429777778	0.3814136087
926	0.8429777778	0.3814135453
927	0.8430666667	0.3813830446
928	0.8430666667	0.3813827085
929	0.8430666667	0.3813791796
930	0.8432444444	0.3813181446
931	0.8432444444	0.3813175001
932	0.8432444444	0.381317419
933	0.8432888889	0.3813007341
934	0.8432444444	0.3812674927
935	0.8432888889	0.3812384424
936	0.8433333333	0.3812281052
937	0.8433777778	0.3812094134
938	0.8433777778	0.381209397
939	0.8434222222	0.3812088973
940	0.8433777778	0.3812012526
941	0.8433333333	0.3812002609
942	0.8435111111	0.381090169
943	0.8435555556	0.381089782
944	0.8435111111	0.3810215386
945	0.8435111111	0.3810215319
946	0.8435111111	0.3810211958
947	0.8435111111	0.3810211905
948	0.8435111111	0.3809885507
949	0.8435111111	0.3809856507
950	0.8435555556	0.3809855235
951	0.8433333333	0.3809449553
952	0.8434222222	0.3809300358
953	0.8434222222	0.380926519
954	0.8434222222	0.3809264901
955	0.8433777778	0.3809236624
956	0.8434666667	0.3809027461
957	0.8434666667	0.3809021992
958	0.8434222222	0.3808816125
959	0.8433777778	0.3808342344
960	0.8433777778	0.380833809
961	0.8433333333	0.38083377
962	0.8432888889	0.3808296988
963	0.8432888889	0.3808276083
964	0.8432888889	0.3808275764
965	0.8432888889	0.3808275762
966	0.8434222222	0.3808191433
967	0.8434666667	0.3808153318
968	0.8434222222	0.3808145592
969	0.8434666667	0.3807730402
970	0.8434666667	0.3807724407
971	0.8434666667	0.3807671153
972	0.8435111111	0.3807449093
973	0.8435555556	0.380706993
974	0.8436	0.380652657
975	0.8436	0.3806525784
976	0.8435555556	0.3806460005
977	0.8435555556	0.380645709
978	0.8435555556	0.380645709
979	0.8433777778	0.3806329388
980	0.8433777778	0.3806193007
981	0.8433777778	0.3805992685
982	0.8434222222	0.3805984891
983	0.8434222222	0.3805966083
984	0.8434222222	0.3805962761
985	0.8434222222	0.3805848064
986	0.8434222222	0.380539721
987	0.8435111111	0.38051426
988	0.8435111111	0.3805074741
989	0.8435555556	0.3805035661
990	0.8435555556	0.3805024413
991	0.8435111111	0.3804960814
992	0.8435111111	0.3804957525
993	0.8435111111	0.3804949987
994	0.8435111111	0.380494858
995	0.8435111111	0.3803362922
996	0.8435111111	0.3803358691
997	0.8436444444	0.3802678541
998	0.8436	0.3802421213
999	0.8436444444	0.3801924641
